node-label,x,y,z
1,24.40930821345675,32.70114657011256,3.6350709341830303
1,28.803317882284453,27.5486136977622,9.888540197161731
1,19.50689410710861,32.11379205390393,8.179324364131112
1,23.897099698470768,28.176072786304452,2.0940088192104303
1,29.79690116337254,29.836140893152763,6.9103618212332
1,24.183718330065073,29.506958438489225,12.046449020939017
1,25.546404463220114,33.368157476701384,12.179458437061907
1,23.950006050214505,27.636533386716287,11.938483739816569
1,26.316271116001918,35.85926244012243,9.940647676368247
1,19.73054160349026,30.455666961948722,1.4001529911686195
1,27.460090363960727,35.816303495128025,11.567674168031193
1,25.094548927222906,24.58364528545072,-1.5894724676745815
1,27.089978766453985,27.238453780612403,11.89933481005408
1,21.17613545308612,32.12387696961135,10.626429590350956
2,11.253463537178789,27.360430066657546,19.33326049816596
2,10.278991775979947,32.119860155982856,19.08899155564227
2,12.46415140095276,27.226615063895455,34.509250477208596
2,12.724001365487279,32.45141604465858,29.152792471084613
2,13.338572038942681,41.965946122411594,35.64979564647978
2,13.02059475281169,29.475482413744874,23.118014107589573
2,6.280452962826852,35.75220129171859,32.00521732174896
2,12.404237313278681,29.78108430308464,18.51389967799004
2,14.850662241987685,41.69344144987368,36.56900123440263
2,12.608291624940199,38.884736307238896,22.661526744484835
2,14.69622296269767,26.724901557908865,34.98939319410315
2,20.045640301576647,36.83572012643819,33.00407708193758
2,22.43679438759974,34.06739778103495,30.587209840207894
2,14.054150305567209,26.71252642795997,20.35703343900142
3,17.55865543449295,14.33244673634979,22.665042284920496
3,13.109546598624505,8.197659204446154,24.23929469586141
3,17.017313132276527,9.915601297626289,22.620950852364988
3,23.382318580639087,11.76136188482873,26.91553161213676
3,11.326075306558007,13.266278446135345,33.393005032389055
3,20.23343384775423,10.504396795525942,28.70967141367534
3,11.043894406895927,10.04571998372527,33.35557646172102
3,11.82767625232859,11.010074629632616,24.615856641490367
3,15.290485977736285,6.793324611888387,24.937321744003302
3,9.823964766571702,11.408606688970366,29.48358085505741
3,10.711635411213784,12.612760581397602,26.65131668235765
3,14.437301758492655,10.626916752986904,36.680832272665256
3,21.80463487873863,9.43184359544388,33.14899063394883
3,14.857839572146474,6.938229783284258,23.11563673016039
3,20.38745581333567,7.874572362684064,24.573739201007193
3,23.000271143974157,12.079863191063497,26.270809499367477
3,12.61082518234528,12.250712220399985,30.76934620495259
3,22.286897328324276,13.239837102771489,33.252051112868294
4,25.676160509627863,16.753337912491123,16.365337111790673
4,29.697653257360653,12.555727036015655,12.893844935623397
4,33.47100808991879,14.335997780311189,15.606524591022591
4,37.17693538963682,15.898347451235868,16.21503242026686
4,31.243347892798354,21.77833619368475,11.876062263715689
4,35.23572224246792,18.91664335486221,23.4714787349835
4,31.828361974850857,23.26293593034115,11.817880017069122
4,32.24557890359918,12.902480099482064,14.265971817672199
4,26.080064720407425,17.364760343159787,17.02689901098653
4,33.313951598911196,14.526310298141183,15.826502164746637
5,33.21404159866236,7.3409419635983015,44.940294289312696
5,33.74899845173745,19.272546021915034,43.54085516523142
5,34.41534652553121,11.84660758039558,29.29935773558536
5,33.09444173539816,6.494214732249094,44.29778524881311
5,39.40531842382121,12.2448703487978,31.060878240079496
5,35.50245535327906,7.343847882985581,43.02411984317057
5,41.67564517052742,13.013411681107526,37.187063673439376
5,35.91094030548978,18.816647224370932,43.258194189236285
5,35.06587784345729,8.698951672756245,29.332134943200096
5,34.89401967845133,5.697592954142324,29.39465303951703
5,28.704372163832673,14.979670703218588,34.02475536234478
5,35.1352259611877,5.78752163775103,44.74010768172831
5,31.642211134160405,17.135648728134377,30.087200911865565
5,35.30602669666412,19.739880436732655,44.09514478008985
5,38.41225349016891,16.67320304450216,30.95658285450843
6,37.896631458660394,42.1158029771468,19.20158432732143
6,34.98963182824009,33.79914023363913,18.330726477933673
6,38.45933202830328,38.56078747154112,15.3880233378664
6,38.3497067238483,35.52284265924669,5.743234344473045
6,39.193915961158496,29.50359276283144,21.734878927570577
6,41.94358989867347,39.90347580316563,10.741783714718384
6,37.550519687971835,32.23933391733268,21.42171552259226
6,42.14139633591446,41.81859772769438,18.973119296980126
6,44.05872509853353,37.71648485692487,14.643208001000431
6,39.32799817917623,36.31714267729777,21.94934440151762
6,37.89713099765531,30.752014942284305,20.900749699125505
6,46.14870796299114,38.78843538069255,10.402127982025988
6,37.1257906847779,42.35839210427729,20.09566168428148
6,43.95457987283591,37.43132332654295,13.26078394645311
7,7.497137256057453,44.02298491022602,14.425857434550423
7,17.417893634024644,45.46770728261377,6.21601724248216
7,15.23504351502756,46.94519175988171,5.536877547519379
7,11.075107879436977,44.746831105031795,15.96034558328444
7,9.31902319411498,45.91820416033913,6.963946548575381
7,8.01970047055843,43.11610101533212,3.2686416545461183
7,7.270265862649182,41.84870678545823,13.571696519932292
7,17.000035314057246,45.93983316565565,5.288935320985898
7,5.509183591415768,44.167719641921565,11.75668433311975
8,17.735185095272914,12.367775752962475,12.313166343442546
8,13.887629579814366,9.425851788994892,17.034128632064213
8,17.078447549756667,11.842905237624064,21.587690040069255
8,17.251912940210598,11.434045647356111,21.72559322384884
8,14.54930859857528,10.040906448149926,18.503166538069987
8,19.19347571016188,13.936174073920398,12.185628412616822
8,19.569324881555264,9.85373357615692,12.159674146572339
8,19.42674462495246,12.534926598768008,12.162930180367157
8,23.78752432118398,9.39453253900868,17.55575101038434
8,18.580611375609596,5.19546958686935,21.336313395144295
9,33.25768841189528,43.191517081164385,35.26875493608658
9,26.37570447110356,40.15525910977365,41.45092242038918
9,30.787087779929244,40.23309226224991,44.2658869323242
9,32.21390385410924,44.528470233663334,43.27083094479849
9,31.851389100090962,38.06558610568803,42.57638137184289
9,28.550391478113614,38.115147488092376,35.53880189413994
9,29.283796864242838,41.94619205131836,44.149432976949704
9,30.798955534970098,38.43650179195617,36.380413096974195
9,30.954821703065587,37.8667869997226,44.22916041398007
9,29.089677767834296,38.22752243613338,36.002982166197064
9,29.82427036048912,38.720158393138924,41.69397332776052
9,31.061454919019,45.680492841861145,34.385369147703464
10,20.835318787891183,23.07368882405883,36.26552796772143
10,21.894029770021135,19.218163498742346,32.228271144942376
10,24.151302966452974,25.815437304280213,43.28268751250581
10,22.79973001985853,18.784394351648434,32.041856325578486
10,17.7771103611773,23.161732016496927,39.81498965482151
10,23.420454941671363,29.457414768883357,43.29622485158414
10,25.564968120221607,22.691845186985063,42.74736777874366
10,18.957944557603504,24.414067239039785,32.76891748790339
10,18.88316320099144,25.78951850720887,39.773293042671696
10,27.56309894840586,22.976211907316177,40.822187727912755
10,24.564251314304325,25.8643641660194,39.203853631705236
10,28.634370862840342,24.405262650487344,38.783344762366866
10,23.936777460447445,19.744202775781748,31.54864433350717
10,22.782254326838228,30.022956819360218,31.342667515765985
10,22.2299572302303,18.757130316176276,42.95325625190558
10,22.28420281744604,18.654915698999723,43.14473113313844
11,41.33396698573419,3.777809093017401,28.214600445143347
11,40.95928447429956,2.1435876229542092,18.895136865532706
11,44.58693580969694,9.665300577055607,20.298545821904835
11,36.191871282679244,8.595886577202702,26.546078378091103
11,38.049809815403904,4.849710402609494,20.71872907129677
11,37.407757388187385,9.758404318528564,27.55104817329424
11,43.91486729964775,10.451819022648772,19.99274315104193
11,41.487889844353106,6.911193938926071,25.07255162418128
11,45.78194261683679,6.840442221412683,25.83554453888533
11,38.91370363544259,4.926419594593856,19.085538427429352
12,4.964614087715733,20.73060999345014,9.10875680288523
12,14.68703064731993,22.019510977957022,7.347249076741019
12,4.097882900134077,21.75665110197811,6.568762099576454
12,10.181980922144195,25.752618644117803,2.0618267182691876
12,9.789580887630187,18.09231718145759,11.480341308391242
12,7.156663360957726,25.635951573325467,10.529887898668632
12,10.422418421482606,25.697505792524716,11.298765421156823
12,3.8360950557785554,22.28697932672898,5.012483302045239
12,8.243155580376309,26.573867189975168,11.243696123129176
12,12.757403413073849,20.877067626135194,10.181393780860798
12,13.621196461199734,23.22051109479959,2.8072572696560134
12,8.334795303462474,23.675988350096247,4.218837530588197
12,13.928713852004039,22.7727668876485,4.453208273589544
