label,x,y,z,r
1,10.109443059499569,9.075599827593269,15.704699942075145,5.036808396262368
2,11.943446924916842,11.083336884656125,42.1906668833774,5.060065574652454
3,13.942223761096159,6.421526724066798,28.938988384397152,5.6117727804368345
4,7.97242411875586,17.593272773879523,22.954343785491865,5.119190737425428
5,4.982429245605161,14.699088212466718,6.067304082727554,2.7033641177201173
6,18.399505056973585,15.17908997722022,22.606812307964624,3.0060592843247838
7,19.355448178734548,7.102690410508275,6.656997554900529,3.523511013240288
8,13.879811261531003,18.28737334021782,12.095441347527913,4.682155239565495
9,17.54060134478115,20.939598405106917,2.8174510511605746,2.4829516598040184
10,21.86584861829583,13.388196456717763,5.654460556193685,2.630803166661223
11,13.762321623933854,18.145822348674493,29.545895503165593,2.764124389627498
12,19.89177809779969,17.5509215032609,39.073880643222545,3.1872604360529038
13,18.047552335922937,5.6652093658643485,16.817364846240935,2.5941494475246096
14,6.329180068750392,17.389141378163504,46.13628445794473,2.586520166240615
15,6.774782277870678,18.085053642697627,37.33981485452614,2.453136538228797
16,5.4337205658628625,12.22622476364382,36.89453219104059,2.8797880180378037
17,19.560458099438407,18.591099328622413,30.621548352241835,2.779696264235737
18,11.514668168249878,13.443884180093674,5.611089197556174,3.08336020124573
19,10.380083167836437,6.71567343410247,3.9925605017466728,2.4281753799693457
20,4.407666740146402,15.781097147009488,14.03142518280973,3.453557997450715
21,19.98963094142875,13.944961664414478,14.558516186154485,2.4791352999340956
22,12.55232874349278,19.315388036150097,45.904741998250095,2.7792034850078315
23,19.31855076511717,9.051628349761762,36.8312003948305,2.4161392280951937
24,5.698818643635356,10.505975777111656,28.054637412984107,2.457755745746238
25,15.489645349728093,21.549089645688536,41.014059945685624,2.701418785843666
26,7.334879123237576,16.999379531078436,31.346365995750997,2.5493640756285685
27,20.694020914358894,7.953979248487316,42.03788299965758,2.725500482957995
28,21.1103866759255,8.905591886773893,22.50606168662932,2.4330481624501914
29,12.306985278372784,15.331708808328697,34.5270163254814,2.4077149675060747
30,19.833371934500473,12.46067584136259,30.319444846038436,2.4856288596597054
31,12.385945595887913,4.782416501699805,9.148804350069788,2.6508846225732423
32,4.371262267068102,8.30419917946014,46.01380575481222,2.7135304580918653
33,12.4961658152251,3.793445565460596,46.79744360092132,2.6699081103379085
34,3.0153833180886465,13.464176073824163,44.305429350113144,2.3841388308592366
35,20.76056669191233,11.894502416685599,46.99271783145665,2.683172147117427
36,11.245615903913302,20.031108533176116,2.749559034543264,2.517257817732095
37,13.489968548188894,3.7073609166309307,38.38677173139328,2.5765330371325854
38,6.979502369674506,4.244847536695421,6.876579154792662,2.4236859344920805
39,16.518936190928503,20.359693430160934,19.05919570637917,2.674158902225011
40,17.540729085230346,16.53240495600512,45.522661393246985,2.4934404347556605
41,4.526455471734906,8.63923362889873,2.893718531238715,2.649457870420844
42,7.881693181508539,8.765253471860401,23.38875201832585,2.4241816626971
43,8.517292465874634,21.11978606345532,41.57686714416099,2.69339645719247
44,7.734183395141161,4.440716854430818,39.31170226524505,2.5119441286382704
45,14.041408913520598,21.51691756969487,33.86858438960964,2.40642616511877
46,3.8604112563659614,9.57816045290299,9.844962774149096,3.0375880151331778
47,5.120756861796921,5.809717835079933,32.66346738467802,2.410555329901767
48,2.9425762946502565,11.600051564553185,18.89832131913097,2.481107619369885
49,21.006471951199924,17.4359741910336,9.624461282622793,2.445869365010169
50,16.88143276517306,15.994789257939052,5.138841770409098,2.5584595797850453
51,16.28042936977942,11.240557703076453,11.339798591789075,2.4238543409473916
52,17.91878476406445,4.579555738610935,45.443369296772794,2.455624342301786
53,13.108911725640167,2.64125007671506,19.5623654103582,2.400339177295512
54,7.321750275095989,20.611984279145112,7.0804337931428485,2.507842331958783
55,17.42198994347377,21.062877611849906,25.973959136971825,2.4202334751982524
56,17.29230226546732,10.865399064560568,18.634797019278913,2.5301845172187085
57,7.4326380224913,21.09765190721843,15.173555498225971,2.3903435730149756
58,14.509173986065935,3.0808873184547307,4.145791640378121,2.4799326036083342
59,2.859622280604815,13.458164776119993,31.60863625864016,2.438606971731121
60,21.983149595052975,9.393854077213016,16.69226384601148,2.401440091025819
61,9.474454401284508,21.989029734480667,29.632983732871022,2.413657611801786
62,17.641187843846648,13.760802900696344,34.99488111135945,2.3888779402122133
63,16.768721212223216,11.306616279040632,2.6298037876704705,2.4736675697351886
64,8.786495467345922,3.5071309104059227,22.527453072018282,2.4193068087613856
65,17.78989553926701,3.1913062840632915,38.69809472877782,1.3600050048704455
66,20.29966377087076,18.381177337001624,13.723682519758922,1.4041756619165573
67,19.35020210103445,16.57988477772418,1.5729305128717619,1.3862130994690032
68,4.589613976973067,12.878651312125944,48.509927275134935,1.2945372943705873
69,21.381636775005447,13.567326349977021,42.082530192294385,1.5747040677487938
70,14.721138166612807,15.404762704826044,19.40049527222532,1.5309114382982163
71,5.899515905227104,3.7871077833371154,27.21619655934336,1.3862457558300445
72,2.3992696589456965,9.092167558644713,32.76340764275287,1.443905341265958
73,22.882670615415506,16.168419881473568,1.9312116091504128,1.34056363217377
74,18.5361879094293,5.156851428872589,12.35469826952238,1.3502316828019414
75,15.486391558255974,2.611822181690013,14.058160674607151,1.2397399440744559
76,15.489415464108571,23.0616479627048,5.535447861737991,1.3105341920533735
77,4.0588922200734565,6.665045083491933,40.03020307325823,1.5438234065099536
78,15.950206971388194,8.56299449683188,47.550377831710364,1.3499619201351605
79,13.819121039922386,15.795167709845066,48.261951696531305,1.3919847182688865
80,13.865725316561623,8.40725021087765,5.789448451001899,1.434843656818521
81,22.025876582196815,16.46588810600891,17.259442628188815,1.3334634172922797
82,22.366463374988086,8.882122222254827,26.860756790234536,1.564717047494065
83,7.8996209437628195,22.148191029239197,34.44031320692386,1.5683577023447295
84,2.1804599899420936,14.159060883627998,39.78708851345887,1.41974490446646
85,5.06352011136324,17.540953665987303,41.749401916325255,1.5747920806292408
86,12.57505658540316,9.88776747795779,2.3506799646629273,1.3071717702306114
87,11.401892114679606,17.86659047211061,39.74075730275675,1.2716857401826593
88,13.28883453426527,22.750909588780466,26.72026889511645,1.388964585829018
89,8.246884857074496,4.994745793100836,35.15559314292421,1.3050823801657252
90,14.050599214114243,10.921365783260233,23.19346418229963,1.307607643748152
91,23.002667366459935,12.76223332006919,20.860341770765782,1.3295134174142902
92,17.167111185633267,3.6322244760202627,21.112940339175157,1.5836281209928438
93,8.00142226569589,21.427862638712764,47.109987218529774,1.3569663616787404
94,4.88156754543187,4.683345694534805,23.75497595518425,1.369109920210597
95,3.310212541564106,17.431696990825365,34.49978300479633,1.3179524613564926
96,12.598095318103834,21.890609059172302,6.575402755177628,1.5643334908254274
97,22.239754537774424,12.747805666176346,37.663519141179904,1.2386483389163518
98,18.058762565851975,3.3536813640848955,35.4621156806107,1.4785987470180388
99,2.7492106213919483,11.411581831281644,24.04977045745305,1.9422592541695338
100,8.93232647475066,2.2236357383422583,42.80883916689613,1.2319190687493078
101,11.231504612058977,21.08625557473973,37.37876072913089,1.7106280288638245
102,10.24615864332048,13.020894286757652,30.797913332448225,1.6463858602188255
103,14.76538256863188,7.841251224220594,36.516015195347975,1.3391329146023743
104,18.724957170037207,21.156497792068933,34.36868953387941,1.4681834875215767
105,18.7468325556618,21.1062399840385,47.615889533761525,1.3132073464653955
